fid,neighbours
2964755,"2964754,2964756,2966137,2966138"
2964756,"2964755,2964757,2966138,2966139"
2964757,"2964756,2964758,2966139,2966140"
2964758,"2964757,2964759,2966140,2966141"
2964759,"2964758,2964760,2966141,2966142"
2964760,"2964759,2964761,2966142,2966143"
2964761,"2964760,2964762,2966143,2966144"
2964762,"2964761,2964763,2966144,2966145"
2964763,"2964762,2964764,2966145,2966146"
2964764,"2964763,2964765,2966146,2966147"
2964765,"2964764,2964766,2966147,2966148"
2964766,"2964765,2964767,2966148,2966149"
2964767,"2964766,2964768,2966149,2966150"
2964768,"2964767,2964769,2966150,2966151"
2964769,"2964768,2964770,2966151,2966152"
2964770,"2964769,2964771,2966152,2966153"
2964771,"2964770,2964772,2966153,2966154"
2964772,"2964771,2964773,2966154,2966155"
2964773,"2964772,2964774,2966155,2966156"
2964774,"2964773,2964775,2966156,2966157"
2964775,"2964774,2964776,2966157,2966158"
2964776,"2964775,2964777,2966158,2966159"
2964777,"2964776,2964778,2966159,2966160"
2964778,"2964777,2964779,2966160,2966161"
2964779,"2964778,2964780,2966161,2966162"
2964780,"2964779,2964781,2966162,2966163"
2964781,"2964780,2964782,2966163,2966164"
2964782,"2964781,2964783,2966164,2966165"
2964783,"2964782,2964784,2966165,2966166"
2964784,"2964783,2964785,2966166,2966167"
2964785,"2964784,2964786,2966167,2966168"
2964786,"2964785,2964787,2966168,2966169"
2964787,"2964786,2964788,2966169,2966170"
2964788,"2964787,2964789,2966170,2966171"
2964789,"2964788,2964790,2966171,2966172"
2964790,"2964789,2964791,2966172,2966173"
2964791,"2964790,2964792,2966173,2966174"
2964792,"2964791,2964793,2966174,2966175"
2964793,"2964792,2964794,2966175,2966176"
2964794,"2964793,2964795,2966176,2966177"
2964795,"2964794,2964796,2966177,2966178"
2964796,"2964795,2964797,2966178,2966179"
2964797,"2964796,2964798,2966179,2966180"
2964798,"2964797,2964799,2966180,2966181"
2964799,"2964798,2964800,2966181,2966182"
2964800,"2964799,2964801,2966182"
2964801,"2964800"
2964845,"2964846,2966228"
2964846,"2964845,2964847,2966228,2966229"
2964847,"2964846,2964848,2966229,2966230"
2964848,"2964847,2964849,2966230,2966231"
2964849,"2964848,2964850,2966231,2966232"
2964850,"2964849,2964851,2966232,2966233"
2964851,"2964850,2964852,2966233,2966234"
2964852,"2964851,2964853,2966234,2966235"
2964853,"2964852,2964854,2966235,2966236"
2964854,"2964853,2964855,2966236,2966237"
2964855,"2964854,2964856,2966237,2966238"
2964856,"2964855,2964857,2966238,2966239"
2964857,"2964856,2964858,2966239,2966240"
2964858,"2964857,2964859,2966240,2966241"
2964859,"2964858,2964860,2966241,2966242"
2964860,"2964859,2964861,2966242,2966243"
2964861,"2964860,2964862,2966243,2966244"
2964862,"2964861,2964863,2966244,2966245"
2964863,"2964862,2966245"
2964911,"2964912,2966294"
2964912,"2964911,2964913,2966294,2966295"
2964913,"2964912,2964914,2966295,2966296"
2964914,"2964913,2964915,2966296,2966297"
2964915,"2964914,2964916,2966297,2966298"
2964916,"2964915,2964917,2966298,2966299"
2964917,"2964916,2964918,2966299,2966300"
2964918,"2964917,2964919,2966300,2966301"
2964919,"2964918,2964920,2966301,2966302"
2964920,"2964919,2964921,2966302,2966303"
2964921,"2964920,2964922,2966303,2966304"
2964922,"2964921,2964923,2966304,2966305"
2964923,"2964922,2964924,2966305,2966306"
2964924,"2964923,2964925,2966306,2966307"
2964925,"2964924,2964926,2966307,2966308"
2964926,"2964925,2964927,2966308,2966309"
2964927,"2964926,2964928,2966309,2966310"
2964928,"2964927,2964929,2966310,2966311"
2964929,"2964928,2964930,2966311,2966312"
2964930,"2964929,2964931,2966312,2966313"
2964931,"2964930,2964932,2966313,2966314"
2964932,"2964931,2964933,2966314,2966315"
2964933,"2964932,2964934,2966315,2966316"
2964934,"2964933,2964935,2966316,2966317"
2964935,"2964934,2966317"
2966137,"2964754,2964755,2966138"
2966138,"2964755,2964756,2966137,2966139"
2966139,"2964756,2964757,2966138,2966140"
2966140,"2964757,2964758,2966139,2966141"
2966141,"2964758,2964759,2966140,2966142"
2966142,"2964759,2964760,2966141,2966143"
2966143,"2964760,2964761,2966142,2966144"
2966144,"2964761,2964762,2966143,2966145"
2966145,"2964762,2964763,2966144,2966146"
2966146,"2964763,2964764,2966145,2966147"
2966147,"2964764,2964765,2966146,2966148"
2966148,"2964765,2964766,2966147,2966149"
2966149,"2964766,2964767,2966148,2966150"
2966150,"2964767,2964768,2966149,2966151"
2966151,"2964768,2964769,2966150,2966152"
2966152,"2964769,2964770,2966151,2966153"
2966153,"2964770,2964771,2966152,2966154"
2966154,"2964771,2964772,2966153,2966155"
2966155,"2964772,2964773,2966154,2966156"
2966156,"2964773,2964774,2966155,2966157"
2966157,"2964774,2964775,2966156,2966158"
2966158,"2964775,2964776,2966157,2966159"
2966159,"2964776,2964777,2966158,2966160"
2966160,"2964777,2964778,2966159,2966161"
2966161,"2964778,2964779,2966160,2966162"
2966162,"2964779,2964780,2966161,2966163"
2966163,"2964780,2964781,2966162,2966164"
2966164,"2964781,2964782,2966163,2966165"
2966165,"2964782,2964783,2966164,2966166"
2966166,"2964783,2964784,2966165,2966167"
2966167,"2964784,2964785,2966166,2966168"
2966168,"2964785,2964786,2966167,2966169"
2966169,"2964786,2964787,2966168,2966170"
2966170,"2964787,2964788,2966169,2966171"
2966171,"2964788,2964789,2966170,2966172"
2966172,"2964789,2964790,2966171,2966173"
2966173,"2964790,2964791,2966172,2966174"
2966174,"2964791,2964792,2966173,2966175"
2966175,"2964792,2964793,2966174,2966176"
2966176,"2964793,2964794,2966175,2966177"
2966177,"2964794,2964795,2966176,2966178"
2966178,"2964795,2964796,2966177,2966179"
2966179,"2964796,2964797,2966178,2966180"
2966180,"2964797,2964798,2966179,2966181"
2966181,"2964798,2964799,2966180,2966182"
2966182,"2964799,2964800,2966181"
2966228,"2964845,2964846,2966229"
2966229,"2964846,2964847,2966228,2966230"
2966230,"2964847,2964848,2966229,2966231"
2966231,"2964848,2964849,2966230,2966232"
2966232,"2964849,2964850,2966231,2966233"
2966233,"2964850,2964851,2966232,2966234"
2966234,"2964851,2964852,2966233,2966235"
2966235,"2964852,2964853,2966234,2966236"
2966236,"2964853,2964854,2966235,2966237"
2966237,"2964854,2964855,2966236,2966238"
2966238,"2964855,2964856,2966237,2966239"
2966239,"2964856,2964857,2966238,2966240"
2966240,"2964857,2964858,2966239,2966241"
2966241,"2964858,2964859,2966240,2966242"
2966242,"2964859,2964860,2966241,2966243"
2966243,"2964860,2964861,2966242,2966244"
2966244,"2964861,2964862,2966243,2966245"
2966245,"2964862,2964863,2966244"
2966294,"2964911,2964912,2966295"
2966295,"2964912,2964913,2966294,2966296"
2966296,"2964913,2964914,2966295,2966297"
2966297,"2964914,2964915,2966296,2966298"
2966298,"2964915,2964916,2966297,2966299"
2966299,"2964916,2964917,2966298,2966300"
2966300,"2964917,2964918,2966299,2966301"
2966301,"2964918,2964919,2966300,2966302"
2966302,"2964919,2964920,2966301,2966303"
2966303,"2964920,2964921,2966302,2966304"
2966304,"2964921,2964922,2966303,2966305"
2966305,"2964922,2964923,2966304,2966306"
2966306,"2964923,2964924,2966305,2966307"
2966307,"2964924,2964925,2966306,2966308"
2966308,"2964925,2964926,2966307,2966309"
2966309,"2964926,2964927,2966308,2966310"
2966310,"2964927,2964928,2966309,2966311"
2966311,"2964928,2964929,2966310,2966312"
2966312,"2964929,2964930,2966311,2966313"
2966313,"2964930,2964931,2966312,2966314"
2966314,"2964931,2964932,2966313,2966315"
2966315,"2964932,2964933,2966314,2966316"
2966316,"2964933,2964934,2966315,2966317"
2966317,"2964934,2964935,2966316"
2967518,"2967519,2968901"
2967519,"2967518,2967520,2968901,2968902"
2967520,"2967519,2967521,2968902,2968903"
2967521,"2967520,2967522,2968903,2968904"
2967522,"2967521,2967523,2968904,2968905"
2967523,"2967522,2967524,2968905,2968906"
2967524,"2967523,2967525,2968906,2968907"
2967525,"2967524,2967526,2968907,2968908"
2967526,"2967525,2967527,2968908,2968909"
2967527,"2967526,2967528,2968909,2968910"
2967528,"2967527,2967529,2968910,2968911"
2967529,"2967528,2967530,2968911,2968912"
2967530,"2967529,2967531,2968912,2968913"
2967531,"2967530,2967532,2968913,2968914"
2967532,"2967531,2967533,2968914,2968915"
2967533,"2967532,2967534,2968915,2968916"
2967534,"2967533,2967535,2968916,2968917"
2967535,"2967534,2967536,2968917,2968918"
2967536,"2967535,2967537,2968918,2968919"
2967537,"2967536,2967538,2968919,2968920"
2967538,"2967537,2967539,2968920,2968921"
2967539,"2967538,2967540,2968921,2968922"
2967540,"2967539,2967541,2968922,2968923"
2967541,"2967540,2967542,2968923,2968924"
2967542,"2967541,2967543,2968924,2968925"
2967543,"2967542,2967544,2968925,2968926"
2967544,"2967543,2967545,2968926,2968927"
2967545,"2967544,2967546,2968927,2968928"
2967546,"2967545,2967547,2968928,2968929"
2967547,"2967546,2967548,2968929,2968930"
2967548,"2967547,2967549,2968930,2968931"
2967549,"2967548,2967550,2968931,2968932"
2967550,"2967549,2967551,2968932,2968933"
2967551,"2967550,2967552,2968933,2968934"
2967552,"2967551,2967553,2968934,2968935"
2967553,"2967552,2967554,2968935,2968936"
2967554,"2967553,2967555,2968936,2968937"
2967555,"2967554,2967556,2968937,2968938"
2967556,"2967555,2967557,2968938,2968939"
2967557,"2967556,2967558,2968939,2968940"
2967558,"2967557,2967559,2968940,2968941"
2967559,"2967558,2967560,2968941,2968942"
2967560,"2967559,2967561,2968942,2968943"
2967561,"2967560,2967562,2968943"
2967562,"2967561"
2967610,"2967611,2968993"
2967611,"2967610,2967612,2968993,2968994"
2967612,"2967611,2967613,2968994,2968995"
2967613,"2967612,2967614,2968995,2968996"
2967614,"2967613,2967615,2968996,2968997"
2967615,"2967614,2967616,2968997,2968998"
2967616,"2967615,2967617,2968998,2968999"
2967617,"2967616,2967618,2968999,2969000"
2967618,"2967617,2967619,2969000,2969001"
2967619,"2967618,2967620,2969001,2969002"
2967620,"2967619,2967621,2969002,2969003"
2967621,"2967620,2967622,2969003,2969004"
2967622,"2967621,2967623,2969004,2969005"
2967623,"2967622,2967624,2969005,2969006"
2967624,"2967623,2967625,2969006,2969007"
2967625,"2967624,2967626,2969007,2969008"
2967626,"2967625,2967627,2969008,2969009"
2967627,"2967626,2969009"
2967675,"2967676,2969057,2969058"
2967676,"2967675,2967677,2969058,2969059"
2967677,"2967676,2967678,2969059,2969060"
2967678,"2967677,2967679,2969060,2969061"
2967679,"2967678,2967680,2969061,2969062"
2967680,"2967679,2967681,2969062,2969063"
2967681,"2967680,2967682,2969063,2969064"
2967682,"2967681,2967683,2969064,2969065"
2967683,"2967682,2967684,2969065,2969066"
2967684,"2967683,2967685,2969066,2969067"
2967685,"2967684,2967686,2969067,2969068"
2967686,"2967685,2967687,2969068,2969069"
2967687,"2967686,2967688,2969069,2969070"
2967688,"2967687,2967689,2969070,2969071"
2967689,"2967688,2967690,2969071,2969072"
2967690,"2967689,2967691,2969072,2969073"
2967691,"2967690,2967692,2969073,2969074"
2967692,"2967691,2967693,2969074,2969075"
2967693,"2967692,2967694,2969075,2969076"
2967694,"2967693,2967695,2969076,2969077"
2967695,"2967694,2967696,2969077,2969078"
2967696,"2967695,2967697,2969078,2969079"
2967697,"2967696,2967698,2969079,2969080"
2967698,"2967697,2969080,2969081"
2968901,"2967518,2967519,2968902,2970282"
2968902,"2967519,2967520,2968901,2968903"
2968903,"2967520,2967521,2968902,2968904"
2968904,"2967521,2967522,2968903,2968905"
2968905,"2967522,2967523,2968904,2968906"
2968906,"2967523,2967524,2968905,2968907"
2968907,"2967524,2967525,2968906,2968908"
2968908,"2967525,2967526,2968907,2968909"
2968909,"2967526,2967527,2968908,2968910"
2968910,"2967527,2967528,2968909,2968911"
2968911,"2967528,2967529,2968910,2968912"
2968912,"2967529,2967530,2968911,2968913"
2968913,"2967530,2967531,2968912,2968914"
2968914,"2967531,2967532,2968913,2968915"
2968915,"2967532,2967533,2968914,2968916"
2968916,"2967533,2967534,2968915,2968917"
2968917,"2967534,2967535,2968916,2968918"
2968918,"2967535,2967536,2968917,2968919"
2968919,"2967536,2967537,2968918,2968920"
2968920,"2967537,2967538,2968919,2968921"
2968921,"2967538,2967539,2968920,2968922"
2968922,"2967539,2967540,2968921,2968923"
2968923,"2967540,2967541,2968922,2968924"
2968924,"2967541,2967542,2968923,2968925"
2968925,"2967542,2967543,2968924,2968926"
2968926,"2967543,2967544,2968925,2968927"
2968927,"2967544,2967545,2968926,2968928"
2968928,"2967545,2967546,2968927,2968929"
2968929,"2967546,2967547,2968928,2968930"
2968930,"2967547,2967548,2968929,2968931"
2968931,"2967548,2967549,2968930,2968932"
2968932,"2967549,2967550,2968931,2968933"
2968933,"2967550,2967551,2968932,2968934"
2968934,"2967551,2967552,2968933,2968935"
2968935,"2967552,2967553,2968934,2968936"
2968936,"2967553,2967554,2968935,2968937"
2968937,"2967554,2967555,2968936,2968938"
2968938,"2967555,2967556,2968937,2968939"
2968939,"2967556,2967557,2968938,2968940"
2968940,"2967557,2967558,2968939,2968941"
2968941,"2967558,2967559,2968940,2968942"
2968942,"2967559,2967560,2968941,2968943"
2968943,"2967560,2967561,2968942"
2968993,"2967610,2967611,2968994"
2968994,"2967611,2967612,2968993,2968995"
2968995,"2967612,2967613,2968994,2968996"
2968996,"2967613,2967614,2968995,2968997"
2968997,"2967614,2967615,2968996,2968998"
2968998,"2967615,2967616,2968997,2968999"
2968999,"2967616,2967617,2968998,2969000"
2969000,"2967617,2967618,2968999,2969001"
2969001,"2967618,2967619,2969000,2969002"
2969002,"2967619,2967620,2969001,2969003"
2969003,"2967620,2967621,2969002,2969004"
2969004,"2967621,2967622,2969003,2969005"
2969005,"2967622,2967623,2969004,2969006"
2969006,"2967623,2967624,2969005,2969007"
2969007,"2967624,2967625,2969006,2969008"
2969008,"2967625,2967626,2969007,2969009,2970390"
2969009,"2967626,2967627,2969008"
2969057,"2967675,2969058"
2969058,"2967675,2967676,2969057,2969059"
2969059,"2967676,2967677,2969058,2969060"
2969060,"2967677,2967678,2969059,2969061"
2969061,"2967678,2967679,2969060,2969062"
2969062,"2967679,2967680,2969061,2969063"
2969063,"2967680,2967681,2969062,2969064"
2969064,"2967681,2967682,2969063,2969065"
2969065,"2967682,2967683,2969064,2969066"
2969066,"2967683,2967684,2969065,2969067"
2969067,"2967684,2967685,2969066,2969068"
2969068,"2967685,2967686,2969067,2969069"
2969069,"2967686,2967687,2969068,2969070"
2969070,"2967687,2967688,2969069,2969071"
2969071,"2967688,2967689,2969070,2969072"
2969072,"2967689,2967690,2969071,2969073"
2969073,"2967690,2967691,2969072,2969074"
2969074,"2967691,2967692,2969073,2969075"
2969075,"2967692,2967693,2969074,2969076"
2969076,"2967693,2967694,2969075,2969077"
2969077,"2967694,2967695,2969076,2969078"
2969078,"2967695,2967696,2969077,2969079"
2969079,"2967696,2967697,2969078,2969080"
2969080,"2967697,2967698,2969079,2969081"
2969081,"2967698,2969080"
2970282,"2968901,2970283,2971664,2971665"
2970283,"2970282,2970284,2971665,2971666"
2970284,"2970283,2970285,2971666,2971667"
2970285,"2970284,2970286,2971667,2971668"
2970286,"2970285,2970287,2971668,2971669"
2970287,"2970286,2970288,2971669,2971670"
2970288,"2970287,2970289,2971670,2971671"
2970289,"2970288,2970290,2971671,2971672"
2970290,"2970289,2970291,2971672,2971673"
2970291,"2970290,2970292,2971673,2971674"
2970292,"2970291,2970293,2971674,2971675"
2970293,"2970292,2970294,2971675,2971676"
2970294,"2970293,2970295,2971676,2971677"
2970295,"2970294,2970296,2971677,2971678"
2970296,"2970295,2970297,2971678,2971679"
2970297,"2970296,2970298,2971679,2971680"
2970298,"2970297,2970299,2971680,2971681"
2970299,"2970298,2970300,2971681,2971682"
2970300,"2970299,2970301,2971682,2971683"
2970301,"2970300,2970302,2971683,2971684"
2970302,"2970301,2970303,2971684,2971685"
2970303,"2970302,2970304,2971685,2971686"
2970304,"2970303,2970305,2971686,2971687"
2970305,"2970304,2970306,2971687,2971688"
2970306,"2970305,2970307,2971688,2971689"
2970307,"2970306,2970308,2971689,2971690"
2970308,"2970307,2970309,2971690,2971691"
2970309,"2970308,2970310,2971691,2971692"
2970310,"2970309,2970311,2971692,2971693"
2970311,"2970310,2970312,2971693,2971694"
2970312,"2970311,2970313,2971694,2971695"
2970313,"2970312,2970314,2971695,2971696"
2970314,"2970313,2970315,2971696,2971697"
2970315,"2970314,2970316,2971697,2971698"
2970316,"2970315,2970317,2971698,2971699"
2970317,"2970316,2970318,2971699,2971700"
2970318,"2970317,2970319,2971700,2971701"
2970319,"2970318,2970320,2971701,2971702"
2970320,"2970319,2970321,2971702,2971703"
2970321,"2970320,2970322,2971703,2971704"
2970322,"2970321,2970323,2971704,2971705"
2970323,"2970322,2970324,2971705,2971706"
2970324,"2970323,2971706,2971707"
2970375,"2970376,2971757,2971758"
2970376,"2970375,2970377,2971758,2971759"
2970377,"2970376,2970378,2971759,2971760"
2970378,"2970377,2970379,2971760,2971761"
2970379,"2970378,2970380,2971761,2971762"
2970380,"2970379,2970381,2971762,2971763"
2970381,"2970380,2970382,2971763,2971764"
2970382,"2970381,2970383,2971764,2971765"
2970383,"2970382,2970384,2971765,2971766"
2970384,"2970383,2970385,2971766,2971767"
2970385,"2970384,2970386,2971767,2971768"
2970386,"2970385,2970387,2971768,2971769"
2970387,"2970386,2970388,2971769,2971770"
2970388,"2970387,2970389,2971770,2971771"
2970389,"2970388,2970390,2971771,2971772"
2970390,"2969008,2970389,2971772,2971773"
2970439,"2970440,2971821,2971822"
2970440,"2970439,2970441,2971822,2971823"
2970441,"2970440,2970442,2971823,2971824"
2970442,"2970441,2970443,2971824,2971825"
2970443,"2970442,2970444,2971825,2971826"
2970444,"2970443,2970445,2971826,2971827"
2970445,"2970444,2970446,2971827,2971828"
2970446,"2970445,2970447,2971828,2971829"
2970447,"2970446,2970448,2971829,2971830"
2970448,"2970447,2970449,2971830,2971831"
2970449,"2970448,2970450,2971831,2971832"
2970450,"2970449,2970451,2971832,2971833"
2970451,"2970450,2970452,2971833,2971834"
2970452,"2970451,2970453,2971834,2971835"
2970453,"2970452,2970454,2971835,2971836"
2970454,"2970453,2970455,2971836,2971837"
2970455,"2970454,2970456,2971837,2971838"
2970456,"2970455,2970457,2971838,2971839"
2970457,"2970456,2970458,2971839,2971840"
2970458,"2970457,2970459,2971840,2971841"
2970459,"2970458,2970460,2971841,2971842"
2970460,"2970459,2970461,2971842,2971843"
2970461,"2970460,2970462,2971843,2971844"
2970462,"2970461,2970463,2971844,2971845"
2970463,"2970462,2971845,2971846"
2971664,"2970282,2971665"
2971665,"2970282,2970283,2971664,2971666"
2971666,"2970283,2970284,2971665,2971667"
2971667,"2970284,2970285,2971666,2971668"
2971668,"2970285,2970286,2971667,2971669"
2971669,"2970286,2970287,2971668,2971670"
2971670,"2970287,2970288,2971669,2971671"
2971671,"2970288,2970289,2971670,2971672"
2971672,"2970289,2970290,2971671,2971673"
2971673,"2970290,2970291,2971672,2971674"
2971674,"2970291,2970292,2971673,2971675"
2971675,"2970292,2970293,2971674,2971676"
2971676,"2970293,2970294,2971675,2971677"
2971677,"2970294,2970295,2971676,2971678"
2971678,"2970295,2970296,2971677,2971679"
2971679,"2970296,2970297,2971678,2971680"
2971680,"2970297,2970298,2971679,2971681"
2971681,"2970298,2970299,2971680,2971682"
2971682,"2970299,2970300,2971681,2971683"
2971683,"2970300,2970301,2971682,2971684"
2971684,"2970301,2970302,2971683,2971685"
2971685,"2970302,2970303,2971684,2971686"
2971686,"2970303,2970304,2971685,2971687"
2971687,"2970304,2970305,2971686,2971688"
2971688,"2970305,2970306,2971687,2971689"
2971689,"2970306,2970307,2971688,2971690"
2971690,"2970307,2970308,2971689,2971691"
2971691,"2970308,2970309,2971690,2971692"
2971692,"2970309,2970310,2971691,2971693"
2971693,"2970310,2970311,2971692,2971694"
2971694,"2970311,2970312,2971693,2971695"
2971695,"2970312,2970313,2971694,2971696"
2971696,"2970313,2970314,2971695,2971697"
2971697,"2970314,2970315,2971696,2971698"
2971698,"2970315,2970316,2971697,2971699"
2971699,"2970316,2970317,2971698,2971700"
2971700,"2970317,2970318,2971699,2971701"
2971701,"2970318,2970319,2971700,2971702"
2971702,"2970319,2970320,2971701,2971703"
2971703,"2970320,2970321,2971702,2971704"
2971704,"2970321,2970322,2971703,2971705"
2971705,"2970322,2970323,2971704,2971706"
2971706,"2970323,2970324,2971705,2971707,2973088"
2971707,"2970324,2971706,2973088"
2971757,"2970375,2971758"
2971758,"2970375,2970376,2971757,2971759"
2971759,"2970376,2970377,2971758,2971760"
2971760,"2970377,2970378,2971759,2971761"
2971761,"2970378,2970379,2971760,2971762"
2971762,"2970379,2970380,2971761,2971763"
2971763,"2970380,2970381,2971762,2971764"
2971764,"2970381,2970382,2971763,2971765"
2971765,"2970382,2970383,2971764,2971766"
2971766,"2970383,2970384,2971765,2971767"
2971767,"2970384,2970385,2971766,2971768"
2971768,"2970385,2970386,2971767,2971769"
2971769,"2970386,2970387,2971768,2971770"
2971770,"2970387,2970388,2971769,2971771"
2971771,"2970388,2970389,2971770,2971772"
2971772,"2970389,2970390,2971771,2971773"
2971773,"2970390,2971772"
2971821,"2970439,2971822,2973203"
2971822,"2970439,2970440,2971821,2971823,2973203"
2971823,"2970440,2970441,2971822,2971824"
2971824,"2970441,2970442,2971823,2971825"
2971825,"2970442,2970443,2971824,2971826"
2971826,"2970443,2970444,2971825,2971827"
2971827,"2970444,2970445,2971826,2971828"
2971828,"2970445,2970446,2971827,2971829"
2971829,"2970446,2970447,2971828,2971830"
2971830,"2970447,2970448,2971829,2971831"
2971831,"2970448,2970449,2971830,2971832"
2971832,"2970449,2970450,2971831,2971833"
2971833,"2970450,2970451,2971832,2971834"
2971834,"2970451,2970452,2971833,2971835"
2971835,"2970452,2970453,2971834,2971836"
2971836,"2970453,2970454,2971835,2971837"
2971837,"2970454,2970455,2971836,2971838"
2971838,"2970455,2970456,2971837,2971839"
2971839,"2970456,2970457,2971838,2971840"
2971840,"2970457,2970458,2971839,2971841"
2971841,"2970458,2970459,2971840,2971842"
2971842,"2970459,2970460,2971841,2971843"
2971843,"2970460,2970461,2971842,2971844"
2971844,"2970461,2970462,2971843,2971845"
2971845,"2970462,2970463,2971844,2971846"
2971846,"2970463,2971845"
2973040,"2973041,2974422,2974423"
2973041,"2973040,2973042,2974423,2974424"
2973042,"2973041,2973043,2974424,2974425"
2973043,"2973042,2974425,2974426"
2973044,"2973045,2974426,2974427"
2973045,"2973044,2973046,2974427,2974428"
2973046,"2973045,2973047,2974428,2974429"
2973047,"2973046,2973048,2974429,2974430"
2973048,"2973047,2973049,2974430,2974431"
2973049,"2973048,2973050,2974431,2974432"
2973050,"2973049,2973051,2974432,2974433"
2973051,"2973050,2973052,2974433,2974434"
2973052,"2973051,2973053,2974434,2974435"
2973053,"2973052,2973054,2974435,2974436"
2973054,"2973053,2973055,2974436,2974437"
2973055,"2973054,2973056,2974437,2974438"
2973056,"2973055,2973057,2974438,2974439"
2973057,"2973056,2973058,2974439,2974440"
2973058,"2973057,2973059,2974440,2974441"
2973059,"2973058,2973060,2974441,2974442"
2973060,"2973059,2973061,2974442,2974443"
2973061,"2973060,2973062,2974443,2974444"
2973062,"2973061,2973063,2974444,2974445"
2973063,"2973062,2973064,2974445,2974446"
2973064,"2973063,2973065,2974446,2974447"
2973065,"2973064,2973066,2974447,2974448"
2973066,"2973065,2973067,2974448,2974449"
2973067,"2973066,2973068,2974449,2974450"
2973068,"2973067,2973069,2974450,2974451"
2973069,"2973068,2973070,2974451,2974452"
2973070,"2973069,2973071,2974452,2974453"
2973071,"2973070,2973072,2974453,2974454"
2973072,"2973071,2973073,2974454,2974455"
2973073,"2973072,2973074,2974455,2974456"
2973074,"2973073,2973075,2974456,2974457"
2973075,"2973074,2973076,2974457,2974458"
2973076,"2973075,2973077,2974458,2974459"
2973077,"2973076,2973078,2974459,2974460"
2973078,"2973077,2973079,2974460,2974461"
2973079,"2973078,2973080,2974461,2974462"
2973080,"2973079,2973081,2974462,2974463"
2973081,"2973080,2973082,2974463,2974464"
2973082,"2973081,2973083,2974464,2974465"
2973083,"2973082,2973084,2974465,2974466"
2973084,"2973083,2973085,2974466,2974467"
2973085,"2973084,2973086,2974467,2974468"
2973086,"2973085,2973087,2974468,2974469"
2973087,"2973086,2973088,2974469,2974470"
2973088,"2971706,2971707,2973087,2974470"
2973138,"2973139,2974521"
2973139,"2973138,2973140,2974521,2974522"
2973140,"2973139,2973141,2974522,2974523"
2973141,"2973140,2974523"
2973148,"2973149"
2973149,"2973148,2973150"
2973150,"2973149,2973151"
2973151,"2973150,2973152"
2973152,"2973151,2973153"
2973153,"2973152,2973154"
2973154,"2973153"
2973203,"2971821,2971822,2973204,2974586"
2973204,"2973203,2973205,2974586,2974587"
2973205,"2973204,2973206,2974587,2974588"
2973206,"2973205,2973207,2974588,2974589"
2973207,"2973206,2973208,2974589,2974590"
2973208,"2973207,2973209,2974590,2974591"
2973209,"2973208,2973210,2974591,2974592"
2973210,"2973209,2973211,2974592,2974593"
2973211,"2973210,2973212,2974593,2974594"
2973212,"2973211,2973213,2974594,2974595"
2973213,"2973212,2973214,2974595,2974596"
2973214,"2973213,2973215,2974596,2974597"
2973215,"2973214,2973216,2974597,2974598"
2973216,"2973215,2973217,2974598,2974599"
2973217,"2973216,2973218,2974599,2974600"
2973218,"2973217,2973219,2974600,2974601"
2973219,"2973218,2973220,2974601,2974602"
2973220,"2973219,2973221,2974602,2974603"
2973221,"2973220,2973222,2974603,2974604"
2973222,"2973221,2973223,2974604,2974605"
2973223,"2973222,2973224,2974605,2974606"
2973224,"2973223,2973225,2974606,2974607"
2973225,"2973224,2973226,2974607,2974608"
2973226,"2973225,2973227,2974608,2974609"
2973227,"2973226,2973228,2974609,2974610"
2973228,"2973227,2974610,2974611"
2974422,"2973040,2974423"
2974423,"2973040,2973041,2974422,2974424"
2974424,"2973041,2973042,2974423,2974425"
2974425,"2973042,2973043,2974424,2974426"
2974426,"2973043,2973044,2974425,2974427"
2974427,"2973044,2973045,2974426,2974428"
2974428,"2973045,2973046,2974427,2974429"
2974429,"2973046,2973047,2974428,2974430"
2974430,"2973047,2973048,2974429,2974431"
2974431,"2973048,2973049,2974430,2974432"
2974432,"2973049,2973050,2974431,2974433"
2974433,"2973050,2973051,2974432,2974434"
2974434,"2973051,2973052,2974433,2974435"
2974435,"2973052,2973053,2974434,2974436"
2974436,"2973053,2973054,2974435,2974437"
2974437,"2973054,2973055,2974436,2974438"
2974438,"2973055,2973056,2974437,2974439"
2974439,"2973056,2973057,2974438,2974440"
2974440,"2973057,2973058,2974439,2974441"
2974441,"2973058,2973059,2974440,2974442"
2974442,"2973059,2973060,2974441,2974443"
2974443,"2973060,2973061,2974442,2974444"
2974444,"2973061,2973062,2974443,2974445"
2974445,"2973062,2973063,2974444,2974446"
2974446,"2973063,2973064,2974445,2974447"
2974447,"2973064,2973065,2974446,2974448"
2974448,"2973065,2973066,2974447,2974449"
2974449,"2973066,2973067,2974448,2974450"
2974450,"2973067,2973068,2974449,2974451"
2974451,"2973068,2973069,2974450,2974452"
2974452,"2973069,2973070,2974451,2974453"
2974453,"2973070,2973071,2974452,2974454"
2974454,"2973071,2973072,2974453,2974455"
2974455,"2973072,2973073,2974454,2974456"
2974456,"2973073,2973074,2974455,2974457"
2974457,"2973074,2973075,2974456,2974458"
2974458,"2973075,2973076,2974457,2974459"
2974459,"2973076,2973077,2974458,2974460"
2974460,"2973077,2973078,2974459,2974461"
2974461,"2973078,2973079,2974460,2974462"
2974462,"2973079,2973080,2974461,2974463"
