ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_rep_,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"3141948",Don Tomas,Santa Elena,Camarines Norte,"1.655589","0.462025","5.505797","2.502635","2.464133","0.494065062835431","1.899850992","2.213335991","0.967576618","0.0","0","0","0","3191699","51.20338767688997",9.933534,2.77215,66.7626,33.034782,14.784798,15.01581
"3143315",Binawangan,Capalonga,Camarines Norte,,,,,,"4.984829902648926","0.009779037","2.219642131","0.891532877","0.0","0","0","0","3191699","54.44194800666545",0,0,0,0,0,0
"3143316",Calabaca,Capalonga,Camarines Norte,,,,,,"2.744672536470328","1.655999375","2.219088236","0.880625615","0.0","0","0","0","3191699","53.91250781373154",0,0,0,0,0,0
"3143317",Binawangan,Capalonga,Camarines Norte,"6.216579999999996","1.625081000000001","19.655744000000016","6.629299000000002","8.331766","1.52799628702077","0.009779037","2.219642131","0.891532877","0.0","0","0","0","3191699","53.315081186266674",254.87978,66.628321,1713.299882,805.885504000001,341.602406,271.801259
"3143318",Binawangan,Capalonga,Camarines Norte,,,,,,"0.503675693606997","0.009779037","2.219642131","0.891532877","0.0","0","0","0","3191699","52.87272074986199",0,0,0,0,0,0
"3143319",Binawangan,Capalonga,Camarines Norte,,,,,,"0.496000165080691","0.009779037","2.219642131","0.891532877","0.0","0","0","0","3191699","52.3231764437291",0,0,0,0,0,0
"3143320",Villa Belen,Capalonga,Camarines Norte,,,,,,"0.9307756610084","1.47157238","2.242524147","0.905332888","0.0","0","0","0","3191699","51.82033274397995",0,0,0,0,0,0
"3143321",Rizal,Santa Elena,Camarines Norte,,,,,,"0.748339479867841","1.517029857","2.273424934","0.900383923","0.0","0","0","0","3191699","51.365561199291456",0,0,0,0,0,0
"3143322",San Lorenzo,Santa Elena,Camarines Norte,,,,,,"0.675942571493831","1.887320151","2.277111901","0.855452251","0.0","0","0","0","3191699","50.960148824790245",0,0,0,0,0,0
"3143323",Rizal,Santa Elena,Camarines Norte,"2.678158","1.569416","10.751671","4.153877","5.129882","1.263301785592433","1.517029857","2.273424934","0.900383923","1.0","0","1","0","3191699","50.60528192487341",13.39079,7.84708,108.41463,53.758355,25.64941,20.769385
